Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	2
43	9
44	25
45	77
46	162
47	293
48	537
49	921
50	1559
51	2353
52	3400
53	4655
54	5898
55	7149
56	8147
57	8934
58	9421
59	9755
60	9885
61	9959
62	9990
63	9997
64	9999
65	10000
Substitution rate:	0.280366
Deletion rate:	0.10385
Insertion rate:	0.10385
Error rate:	0.488066
Success rate:	0
