Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	3
41	8
42	23
43	48
44	106
45	230
46	435
47	767
48	1276
49	1954
50	2870
51	3997
52	5205
53	6456
54	7552
55	8464
56	9087
57	9528
58	9783
59	9920
60	9968
61	9990
62	9999
63	10000
Substitution rate:	0.253779
Deletion rate:	0.110534
Insertion rate:	0.110534
Error rate:	0.474846
Success rate:	0
