Total number of clusters: 2385
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	1
39	1
40	1
41	1
42	1
43	2
44	2
45	4
46	13
47	18
48	32
49	47
50	83
51	137
52	233
53	330
54	449
55	640
56	841
57	1068
58	1264
59	1499
60	1709
61	1914
62	2038
63	2146
64	2236
65	2299
66	2335
67	2355
68	2371
69	2376
70	2382
71	2385
Substitution rate:	0.279734
Deletion rate:	0.0511668
Insertion rate:	0.0511668
Error rate:	0.382067
Success rate:	0
