Total number of clusters: 2385
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	1
61	1
62	2
63	2
64	3
65	4
66	10
67	21
68	41
69	95
70	149
71	245
72	380
73	559
74	781
75	1009
76	1263
77	1533
78	1755
79	1947
80	2105
81	2214
82	2286
83	2330
84	2364
85	2375
86	2382
87	2384
88	2385
Substitution rate:	0.345595
Deletion rate:	0.0777254
Insertion rate:	0.0777254
Error rate:	0.501045
Success rate:	0
