Total number of clusters: 2385
Edit distance hist:
0	751
1	1096
2	1336
3	1548
4	1719
5	1869
6	1989
7	2069
8	2143
9	2209
10	2256
11	2289
12	2313
13	2336
14	2353
15	2363
16	2369
17	2375
18	2377
19	2379
20	2383
21	2384
22	2385
Substitution rate:	0.020203
Deletion rate:	0.000331016
Insertion rate:	0.000331016
Error rate:	0.0208651
Success rate:	0.314885
