Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	1
34	1
35	2
36	5
37	10
38	24
39	42
40	88
41	154
42	313
43	541
44	879
45	1421
46	2102
47	2946
48	3982
49	5185
50	6343
51	7440
52	8343
53	8995
54	9470
55	9742
56	9885
57	9959
58	9984
59	9997
60	9998
61	10000
Substitution rate:	0.19768
Deletion rate:	0.124864
Insertion rate:	0.124864
Error rate:	0.447407
Success rate:	0
