Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	5
44	16
45	45
46	99
47	210
48	416
49	739
50	1272
51	1997
52	2970
53	4132
54	5372
55	6616
56	7762
57	8591
58	9181
59	9580
60	9807
61	9936
62	9980
63	9994
64	9998
65	9999
66	10000
Substitution rate:	0.287805
Deletion rate:	0.102135
Insertion rate:	0.102135
Error rate:	0.492075
Success rate:	0
