Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	2
36	3
37	9
38	24
39	47
40	91
41	209
42	389
43	700
44	1196
45	1930
46	2845
47	4023
48	5164
49	6397
50	7526
51	8457
52	9104
53	9549
54	9795
55	9929
56	9969
57	9987
58	9999
59	10000
Substitution rate:	0.205753
Deletion rate:	0.116513
Insertion rate:	0.116513
Error rate:	0.438778
Success rate:	0
