Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	2
41	2
42	3
43	6
44	12
45	37
46	99
47	219
48	421
49	790
50	1272
51	1984
52	2996
53	4170
54	5438
55	6631
56	7761
57	8615
58	9253
59	9648
60	9847
61	9946
62	9981
63	9993
64	10000
Substitution rate:	0.287385
Deletion rate:	0.102159
Insertion rate:	0.102159
Error rate:	0.491704
Success rate:	0
