Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	2
42	7
43	13
44	28
45	61
46	124
47	229
48	409
49	751
50	1280
51	2029
52	2977
53	4130
54	5387
55	6684
56	7803
57	8652
58	9269
59	9631
60	9836
61	9926
62	9969
63	9994
64	10000
Substitution rate:	0.287141
Deletion rate:	0.102252
Insertion rate:	0.102252
Error rate:	0.491645
Success rate:	0
