Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	1
33	1
34	3
35	10
36	34
37	97
38	179
39	390
40	736
41	1277
42	2008
43	2906
44	4052
45	5332
46	6604
47	7705
48	8611
49	9217
50	9603
51	9831
52	9933
53	9968
54	9989
55	9997
56	9998
57	10000
Substitution rate:	0.167151
Deletion rate:	0.12166
Insertion rate:	0.12166
Error rate:	0.410471
Success rate:	0
