Total number of clusters: 10000
Edit distance hist:
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	3
43	8
44	26
45	47
46	103
47	239
48	447
49	784
50	1300
51	2048
52	3052
53	4205
54	5444
55	6706
56	7722
57	8604
58	9264
59	9657
60	9853
61	9948
62	9987
63	9994
64	9998
65	10000
Substitution rate:	0.286886
Deletion rate:	0.102266
Insertion rate:	0.102266
Error rate:	0.491419
Success rate:	0
