Total number of clusters: 2385
Edit distance hist:
0	1675
1	1788
2	2017
3	2103
4	2153
5	2190
6	2221
7	2248
8	2270
9	2288
10	2300
11	2310
12	2322
13	2336
14	2345
15	2348
16	2353
17	2355
18	2357
19	2361
20	2365
21	2369
22	2371
23	2373
24	2377
25	2378
26	2380
27	2380
28	2381
29	2382
30	2382
31	2383
32	2384
33	2385
Substitution rate:	0.00622862
Deletion rate:	0.00165784
Insertion rate:	0.00165784
Error rate:	0.0095443
Success rate:	0.702306
